,Cycles,Nature,Edge_count
4951,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,20
4952,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,18
4953,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,20
4954,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,RAF",P,18
4955,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,16
4956,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,TGF,TGFR,SOSGRB2",P,14
4957,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninnuc,TCFLEF,RAS,RAF",P,17
4958,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,22
4959,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,21
4960,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,19
4961,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,20
4962,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,20
4963,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,18
4964,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,20
4965,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,RAF",P,18
4966,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,RAF",P,18
4967,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,23
4968,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,22
4969,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,20
4970,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,21
4971,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,21
4972,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,19
4973,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,21
4974,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,SNAI2,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,RAF",P,19
4975,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninnuc,TCFLEF,RAS,RAF",P,17
4976,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,22
4977,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,21
4978,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,19
4979,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,20
4980,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,20
4981,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,18
4982,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,20
4983,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,RAF",P,18
4984,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,RAF",P,18
4985,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,23
4986,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,22
4987,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,20
4988,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,21
4989,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,21
4990,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,19
4991,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,21
4992,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,FOXC2,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,RAF",P,19
4993,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninnuc,TCFLEF,RAS,RAF",P,16
4994,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,21
4995,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,20
4996,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,18
4997,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,19
4998,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,19
4999,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,17
5000,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,19
5001,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,RAF",P,17
5002,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,RAF",P,17
5003,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,22
5004,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,21
5005,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,19
5006,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,20
5007,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,20
5008,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,18
5009,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,20
5010,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TWIST1,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,RAF",P,18
5011,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TGF,TGFR,SOSGRB2,RAS,RAF",P,15
5012,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,TGF,TGFR,SOSGRB2",P,13
5013,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,RKIP",P,11
5014,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,20
5015,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,18
5016,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninnuc,TCFLEF,RAS,RAF",P,16
5017,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,21
5018,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,20
5019,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,18
5020,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,19
5021,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,19
5022,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,17
5023,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,19
5024,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,RAF",P,17
5025,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,21
5026,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,19
5027,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,RAF",P,17
5028,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,22
5029,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,21
5030,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,19
5031,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,20
5032,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,20
5033,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,18
5034,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,20
5035,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,FOXC2,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,RAF",P,18
5036,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,19
5037,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,17
5038,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninnuc,TCFLEF,RAS,RAF",P,15
5039,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,20
5040,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,19
5041,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,17
5042,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,18
5043,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,18
5044,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,16
5045,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,18
5046,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,RAF",P,16
5047,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,20
5048,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,18
5049,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,RAF",P,16
5050,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,21
5051,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,20
5052,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,18
5053,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,19
5054,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,19
5055,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,17
5056,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,19
5057,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,TrCP,SNAI1,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,RAF",P,17
5058,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,22
5059,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,20
5060,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,RAS,RAF",P,18
5061,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,22
5062,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,20
5063,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,21
5064,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,21
5065,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,19
5066,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,23
5067,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,21
5068,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,RAF",P,19
5069,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,23
5070,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,21
5071,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,22
5072,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,22
5073,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,20
5074,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,21
5075,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,19
5076,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,RAS,RAF",P,17
5077,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,21
5078,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,19
5079,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,20
5080,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,20
5081,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,18
5082,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,22
5083,"MEK,ERK,SMAD,ILK,AKT,IKK,NFB,Csn,GSK3,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,20
